county,stateabbrv,avalanche,coastalflooding,coldwave,drought,earthquake,hail,heatwave,hurricane,icestorm,landslide,lightning,riverineflooding,strongwind,tornado,tsunami,volcano,wildfire,winterweather
Stewart,TN,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Sullivan,TN,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Sumner,TN,Not Applicable,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively Low
Tipton,TN,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Very Low
Trousdale,TN,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Unicoi,TN,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Union,TN,Not Applicable,Not Applicable,No Rating,No Rating,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Van Buren,TN,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Warren,TN,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Washington,TN,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Wayne,TN,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Weakley,TN,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
White,TN,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Very Low,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Williamson,TN,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Wilson,TN,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Anderson,TX,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Very High
Andrews,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Angelina,TX,Not Applicable,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Moderate,Very Low
Aransas,TX,Not Applicable,Relatively High,Relatively Low,Very Low,Very Low,Relatively Low,No Rating,Relatively Moderate,Relatively Low,No Rating,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively Low
Archer,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Armstrong,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Very Low,Very Low,Not Applicable,Very Low,Very Low,Very Low,No Rating,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Atascosa,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Austin,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Bailey,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Relatively Low,No Rating,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Bandera,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Bastrop,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Baylor,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Bee,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Moderate,Relatively Low,No Rating,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Bell,TX,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively High,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Moderate,Very High
Bexar,TX,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Very High,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Very High,Relatively High,Relatively Moderate,Very High,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
Blanco,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Borden,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,No Rating,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Bosque,TX,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Bowie,TX,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Brazoria,TX,Not Applicable,Relatively Moderate,Relatively High,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Low,Very Low,Relatively High,Very High,Relatively Low,Relatively High,Insufficient Data,Not Applicable,Relatively Moderate,Relatively High
Brazos,TX,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Moderate,No Rating,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively High
Brewster,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Briscoe,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Low,No Rating,No Rating,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Brooks,TX,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,No Rating,Very Low,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Brown,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Burleson,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Burnet,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
Caldwell,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Calhoun,TX,Not Applicable,Relatively Moderate,Relatively Moderate,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Insufficient Data,Not Applicable,Relatively Low,Relatively Low
Callahan,TX,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Cameron,TX,Not Applicable,Relatively High,Relatively High,Relatively Moderate,Very Low,Relatively High,Relatively High,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Camp,TX,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Carson,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively High,Very Low,Relatively Low,No Rating,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
Cass,TX,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Castro,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Chambers,TX,Not Applicable,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Relatively Moderate,Relatively Low
Cherokee,TX,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Childress,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively High,No Rating,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Clay,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Very Low
Cochran,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Coke,TX,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low
Coleman,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Collin,TX,Not Applicable,Not Applicable,Relatively High,Very Low,Relatively Low,Very High,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Very High,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
Collingsworth,TX,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,No Rating,Very Low,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Colorado,TX,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,No Rating,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Comal,TX,Not Applicable,Not Applicable,Relatively High,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively High,Relatively High,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Moderate,Relatively High
